employee_id,first_name,last_name,date_of_birth,gender,hire_date,department_id,position_id,salary,manager
383,Brianna,Lee,13/05/1962,F,27/12/2007,3,4,34311,0
384,Trinity,Miller,17/04/1971,F,11/09/2019,7,16,49829,1
385,Cooper,Hill,14/12/1986,M,09/07/2003,2,10,45384,1
386,Mark,Edwards,13/03/1985,M,03/05/2006,6,4,25527,0
387,Michelle,Morris,15/03/1988,F,05/06/2017,5,9,13523,0
388,Jack,Flores,28/11/1988,M,23/04/2005,3,2,40722,1
389,Cora,Peterson,23/06/1993,F,07/12/2004,4,17,18491,0
390,Ryder,Scott,04/10/1971,M,03/02/2001,5,8,30043,0
391,Ryan,Reed,11/09/1981,M,11/10/2013,6,4,40080,1
392,Chase,Kelly,06/04/1960,M,23/09/2008,2,18,43386,1
393,Khloe,King,04/05/1993,F,14/09/2011,3,23,47779,1
394,Bentley,Reyes,27/11/1991,M,09/12/2023,7,20,46249,1
395,Tyler,Sanders,01/09/1966,M,28/01/2023,8,16,46872,1
396,Lauren,Jimenez,22/06/1963,F,07/05/2021,2,14,39192,0
397,Anna,Clark,25/09/1988,F,19/10/2017,2,16,23408,0
398,Weston,Price,16/08/1964,M,19/04/2015,4,5,42057,1
399,Scarlett,White,23/11/1987,F,29/03/2012,6,11,49279,1
400,Naomi,Walker,14/11/1995,F,08/10/2011,4,16,33349,0
401,Kenneth,Young,19/08/1971,M,15/08/2022,8,7,35858,0
402,Mackenzie,Martinez,04/07/1978,F,10/03/2012,4,22,26218,0
403,Kinsley,Long,18/07/1974,F,23/07/2023,6,5,36075,0
404,Gabriella,Ramos,25/01/1969,F,27/01/2015,1,13,39884,0
405,Emilia,Reyes,05/08/1966,F,04/03/2012,5,19,45123,1
406,Lincoln,Allen,24/09/1961,M,25/09/2017,2,3,48958,1
407,Brooke,White,16/12/1986,F,05/10/2021,1,18,35871,0
408,Parker,Johnson,04/06/1974,M,23/02/2020,1,20,32219,0
409,Noah,Perez,19/07/1965,M,01/06/2017,5,2,28696,0
410,Andrew,Turner,12/02/1993,M,26/02/2017,7,8,21694,0
411,Jordan,Lee,29/11/1981,M,29/07/2014,2,15,20378,0
412,Brady,Morales,15/06/1980,M,14/08/2003,6,21,43321,1
413,Julian,Kelly,18/08/1973,M,22/08/2004,4,1,27793,0
414,Gavin,Gomez,08/06/1990,M,02/12/2011,5,2,20310,0
415,Jason,Green,18/12/1990,M,29/12/2020,2,16,40136,1
416,Jameson,Patel,16/04/1986,M,14/04/2014,3,23,48491,1
417,Laila,Reyes,04/01/1973,F,10/04/2021,5,14,29714,0
418,Daniela,Brown,25/03/1969,F,28/05/2014,5,21,13462,0
419,Antonio,Rivera,15/07/1965,M,30/12/2004,1,1,31702,0
420,Jayla,Thomas,23/12/1993,F,04/03/2002,6,7,43727,1
421,Jayden,Young,31/10/1986,M,23/03/2012,5,21,34683,0
422,Luis,Green,12/12/1987,M,22/06/2003,4,1,17031,0
423,Jordyn,Diaz,16/10/1984,F,05/03/2000,2,11,47452,1
424,Jack,Gonzales,14/11/1965,M,22/01/2004,4,9,32617,0
425,Sean,King,28/10/1969,M,28/08/2009,5,10,21790,0
426,Jude,Sanders,08/11/1968,M,19/08/2020,7,18,41567,1
427,Katherine,Ward,21/09/1968,F,13/11/2015,4,3,32595,0
428,Eric,Jones,27/12/1980,M,28/02/2000,2,20,32694,0
429,Isabelle,Brooks,20/10/1984,F,31/08/2014,7,24,31595,0
430,Daniela,Howard,19/04/1990,F,24/11/2016,5,5,12531,0
431,Caden,Mendoza,11/09/1998,M,24/09/2007,3,3,24674,0
432,Lucy,Morales,12/11/1974,F,11/07/2004,5,22,34861,0
433,Grace,Myers,25/07/1970,F,28/02/2000,2,14,20073,0
434,Elena,Cruz,04/11/1998,F,11/09/2001,6,15,38435,0
435,Axel,Young,10/03/1982,M,07/02/2017,7,19,49812,1
436,Alex,Morales,03/08/1961,M,17/03/2019,4,24,30062,0
437,Alex,Harris,11/04/1992,M,09/03/2008,8,21,26341,0
438,Kimberly,Morales,21/11/1978,F,13/11/2005,8,5,45875,1
439,Jose,Young,17/10/1974,M,22/06/2005,3,10,36699,0
440,Kaden,Kim,29/03/1964,M,04/02/2010,6,11,31853,0
441,Kaden,White,04/10/1962,M,14/06/2022,7,21,19201,0
442,Gracie,Johnson,22/01/1998,F,13/06/2008,2,2,44437,1
443,Marcus,Peterson,20/03/1990,M,17/12/2019,4,6,40837,1
444,Andrew,Ramos,17/03/1980,M,26/07/2010,5,23,13090,0
445,Savannah,Anderson,08/01/1962,F,31/07/2000,7,8,12496,0
446,Nora,Turner,13/02/1960,F,12/11/2020,5,22,47387,1
447,Laila,Lee,10/12/1977,F,24/01/2005,1,16,40542,1
448,Ariel,Cruz,13/12/1977,F,20/10/2023,4,8,28370,0
449,Elizabeth,Scott,08/04/1997,F,07/01/2002,8,5,18801,0
450,Steven,Kim,01/04/1980,M,26/08/2015,8,9,34372,0
451,Ryder,Edwards,20/09/1963,M,23/06/2016,8,11,41002,1
452,Eliza,James,16/11/1992,F,04/12/2016,6,17,18557,0
453,Aria,Miller,30/05/1988,F,07/06/2002,2,2,39871,0
454,Kai,Diaz,02/10/1973,M,29/03/2022,5,15,39851,0
455,Carson,Scott,18/07/1976,M,03/02/2005,7,5,25760,0
456,Athena,Turner,13/04/1986,F,14/01/2013,1,1,13903,0
457,Payton,Gonzales,26/05/1995,F,09/08/2000,6,1,12058,0
458,Ariel,Walker,21/04/1978,F,15/12/2002,3,1,28419,0
459,William,Morales,17/11/1982,M,19/10/2020,8,16,35732,0
460,Asher,Edwards,28/05/1992,M,12/10/2004,5,17,41893,1
461,Nevaeh,Smith,24/07/1974,F,10/11/2019,5,6,40797,1
462,Brandon,Bennet,26/06/1971,M,09/05/2010,1,23,38887,0
463,Isabella,Reyes,10/12/1991,F,18/11/2022,8,11,30893,0
464,Gavin,Ward,19/02/1975,M,21/04/2019,7,18,43501,1
465,Laila,White,09/04/1983,F,09/05/2001,6,12,13136,0
466,Emery,Harris,25/08/1981,F,02/06/2020,6,23,24103,0
467,Ryker,Murphy,08/03/1962,M,17/11/2004,3,8,17621,0
468,Hayden,Morales,19/08/1960,M,12/07/2022,5,4,44494,1
469,Nicole,Chavez,07/06/1971,F,27/08/2011,3,20,37141,0
470,Logan,Green,01/06/1981,M,08/06/2022,1,8,23770,0
471,Tyler,Sanchez,21/03/1981,M,19/08/2008,7,10,27930,0
472,Jayce,Campbell,02/11/1991,M,20/04/2022,1,5,21168,0
473,Jose,Chavez,12/10/1970,M,29/09/2014,4,19,45999,1
474,Grayson,Rodriguez,06/02/1977,M,25/12/1999,3,22,20049,0
475,Lydia,Brines,05/09/1983,F,19/11/2006,5,9,23832,0
476,Sophie,Rivera,16/03/1988,F,25/09/2019,5,14,45164,1
477,Carson,Mendoza,15/02/1972,M,16/02/2002,8,20,37158,0
478,Jonathan,Kelly,12/01/1983,M,28/01/2021,3,23,28062,0
479,Hailey,Reed,27/11/1977,F,19/12/1999,4,12,34993,0
480,Sophie,Kim,17/04/1995,F,21/03/2007,6,8,14141,0
481,Preston,Anderson,29/06/1971,M,25/04/2002,6,15,23337,0
482,Christopher,Watson,11/06/1963,M,03/04/2005,1,22,22604,0
483,Piper,Edwards,26/07/1980,F,26/03/2007,5,7,37260,0
484,Andrew,Edwards,26/03/1996,M,07/07/1999,2,9,22220,0
485,Brayden,Adams,26/11/1995,M,17/01/2018,5,14,35741,0
486,Maya,Torres,26/01/1985,F,05/02/2003,6,19,19831,0
487,Luis,Hill,05/06/1970,M,13/10/2012,4,19,49070,1
488,Allison,Wright,10/06/1966,F,02/06/2001,6,10,49592,1
489,#REF!,Hernandez,16/09/1996,,26/09/2019,6,5,18575,0
490,Brooke,Allen,03/08/1996,F,20/03/2015,3,13,47834,1
491,Roman,Ramirez,23/09/1977,M,29/07/2015,1,8,30249,0
492,Giovanni,Parker,19/06/1967,M,02/05/2007,2,1,40416,1
493,Carlos,Jones,05/08/1982,M,29/02/2008,2,13,17312,0
494,Calvin,Jackson,29/08/1985,M,03/02/2006,8,22,20346,0
495,Ryder,Jones,16/06/1976,M,26/12/2022,5,3,25888,0
496,Jennifer,Rivera,01/05/1963,F,21/08/2022,2,20,15946,0
497,Natalie,Cook,11/10/1968,F,10/09/2008,3,23,42966,1
498,Angel,Reyes,08/02/1997,M,05/01/2018,8,14,16630,0
499,Kimberly,Stewart,15/06/1960,F,19/10/2003,5,12,26005,0
500,Ian,Thompson,21/05/1964,M,21/12/2015,7,21,48160,1
501,Mya,Clark,01/02/1984,F,27/04/2010,8,16,35329,0
502,Giovanni,Cox,19/05/1971,M,28/12/2006,7,8,34116,0
503,Aaliyah,Smith,13/10/1978,F,20/02/2001,4,22,33617,0
504,King,Miller,23/02/1960,M,14/09/2008,8,19,24297,0
505,Hayden,Hall,05/08/1983,M,17/09/2011,2,22,23979,0
506,Josiah,Foster,09/09/1971,M,19/11/2008,7,18,15258,0
507,Sebastian,Kelly,28/05/1961,M,22/12/2019,1,1,39651,0
508,Aliyah,Mendoza,21/08/1972,F,24/10/2021,4,18,25350,0
509,Brayden,James,26/10/1980,M,14/07/2023,7,10,20353,0
510,Julian,Taylor,02/12/1964,M,16/10/1999,7,5,30394,0
511,Amir,Baker,22/08/1976,M,01/09/1999,7,5,32198,0
512,Cora,Wood,09/09/1986,F,19/12/2001,2,13,13136,0
513,Valerie,Price,22/04/1972,F,05/03/2007,1,22,15851,0
514,Parker,Price,07/09/1984,M,19/01/2016,5,12,21240,0
515,Eli,Cox,08/12/1994,M,15/06/2013,2,23,30441,0
516,Ethan,Hall,22/05/1978,M,09/12/2018,6,17,31876,0
517,Piper,Campbell,16/07/1994,F,29/01/2013,8,1,15390,0
518,Sara,Robinson,06/01/1996,F,26/07/2009,1,24,29458,0
519,Kai,Turner,21/06/1992,M,18/05/1999,2,17,42960,1
520,Maverick,Jones,15/06/1974,M,12/01/2020,5,19,33619,0
521,Mark,Peterson,25/01/1990,M,20/03/2008,4,8,13824,0
522,Jocelyn,Nguyen,08/05/1993,F,05/06/2012,7,15,40534,1
523,Cayden,Thompson,22/03/1982,M,04/10/2005,3,19,16196,0
524,James,Bennet,04/09/1968,M,15/04/2006,4,18,27879,0
525,Zachary,Gray,04/04/1975,M,19/03/2003,8,24,47313,1
526,Annabelle,Perez,09/10/1992,F,07/07/2011,3,9,45803,1
527,Kaylee,Walker,14/07/1977,F,05/07/2022,5,16,41901,1
528,Tyler,Lopez,23/09/1977,M,15/12/2020,4,15,28887,0
529,Nathan,Ross,20/05/1962,M,13/01/2013,4,2,35002,0
530,Brianna,Gutierrez,06/09/1963,F,07/12/2005,4,16,39054,0
531,Paul,Hall,25/10/1971,M,02/11/2013,6,3,42292,1
532,Harper,Parker,01/04/1986,F,06/10/2003,4,9,34328,0
533,Oliver,Foster,26/06/1970,M,27/08/2023,1,5,27223,0
534,Melody,Bailey,28/12/1962,F,03/03/2005,3,7,47516,1
535,Jonah,Cruz,24/10/1961,M,08/10/2019,7,20,12175,0
536,Jayla,Peterson,16/04/1972,F,25/09/2018,5,15,35969,0
537,Ariana,Jackson,02/10/1987,F,25/10/2014,1,18,29973,0
538,Jordyn,Smith,24/02/1994,F,15/10/1999,8,5,28765,0
539,Vanessa,Chavez,21/12/1993,F,23/07/2020,8,20,40105,1
540,Nathaniel,Ramos,03/06/1995,M,18/03/2012,2,22,28821,0
541,Grayson,Lopez,07/12/1965,M,19/01/2022,5,5,31281,0
542,Jeremiah,Cooper,11/12/1969,M,17/01/2020,5,4,33733,0
543,Ashley,Allen,14/07/1971,F,20/04/2000,1,9,39311,0
544,Oscar,Cook,30/07/1998,M,17/12/2003,3,2,16106,0
545,Harrison,Parker,23/04/1981,M,12/09/2017,4,24,39654,0
546,Ariana,Green,05/05/1968,F,19/03/2013,4,12,37343,0
547,Calvin,Gomez,19/03/1978,M,14/03/2021,8,4,15537,0
548,Riley,Ross,09/09/1996,M,21/08/2007,1,14,23633,0
549,Mark,Hall,28/05/1964,M,11/01/2013,8,20,28914,0
550,Sarah,Torres,13/02/1995,F,17/08/2018,1,3,45921,1
551,Ezekiel,Kelly,01/08/1971,M,22/01/2023,4,18,35099,0
552,Melanie,Price,04/09/1984,F,17/03/2014,8,7,46911,1
553,Jayce,Parker,07/09/1973,M,02/06/2004,8,1,22883,0
554,Leo,Diaz,31/03/1964,M,15/04/2016,8,4,47482,1
555,Stella,Morales,13/01/1996,F,18/04/2004,7,19,49969,1
556,Avery,Lewis,22/08/1967,M,27/07/2000,3,18,49247,1
557,Paisley,Kelly,21/10/1961,F,19/01/2014,6,7,32152,0
558,John,Rogers,16/08/1972,M,11/03/2022,7,11,38166,0
559,Jayla,Rodriguez,09/06/1990,F,26/05/2010,4,22,32757,0
560,Christian,Long,26/09/1986,M,22/07/2006,1,11,35798,0
561,Skylar,Nguyen,06/01/1961,F,18/06/1999,2,14,12492,0
562,Joshua,Myers,04/06/1988,M,07/10/2022,5,2,34104,0
563,Oliver,Hall,26/01/1964,M,10/11/2014,1,9,33248,0
564,Cole,Cook,18/10/1992,M,20/12/2015,6,4,21036,0
565,Jade,Garcia,25/11/1962,F,20/08/2005,6,6,47911,1
566,Maddox,Cruz,12/04/1965,M,23/08/1999,1,1,23216,0
567,Brandon,Nelson,10/10/1969,M,13/11/2002,6,17,39110,0
568,Cayden,Hill,27/11/1987,M,30/06/2022,8,6,36655,0
569,Eric,Cox,14/04/1966,M,17/10/2012,7,23,39136,0
570,Jake,Thompson,18/11/1991,M,03/01/2019,4,4,14503,0
571,Kaden,Garcia,02/08/1973,M,20/09/2014,2,10,18984,0
572,Brooke,Thomas,20/04/1994,F,27/04/2016,7,19,41102,1
573,Rebecca,Ortiz,18/12/1971,F,22/07/2017,6,2,41692,1
574,Lily,Rogers,12/08/1964,F,25/11/2015,5,16,22483,0
575,Sadie,Smith,02/03/1998,F,21/08/2015,3,8,26938,0
576,Hudson,Stewart,21/04/1990,M,10/07/2001,1,10,33456,0
577,Colin,Richardson,04/10/1987,M,08/10/2014,8,24,32365,0
578,Christian,Ramos,18/11/1998,M,24/02/2016,5,19,24489,0
579,Lauren,Green,04/05/1990,F,15/02/2007,1,21,14230,0
580,Brooklynn,Turner,10/12/1976,F,20/04/2003,6,21,37381,0
581,Jaden,Miller,23/11/1985,M,02/03/2023,8,15,40822,1
582,Harmony,Reyes,10/06/1991,F,23/10/2006,8,19,26040,0
583,Blake,Ramirez,30/12/1980,M,15/07/2003,6,23,41713,1
584,Robert,Hall,31/03/1979,M,27/03/2015,1,24,25455,0
585,Katelyn,Ortiz,13/01/1989,F,09/04/2000,1,6,26931,0
586,Nathaniel,Castillo,27/11/1995,M,15/05/2010,3,4,47850,1
587,Lydia,Long,03/09/1972,F,02/06/2009,2,13,22042,0
588,Damian,Lopez,14/01/1972,M,16/11/2004,6,11,48714,1
589,Brooklynn,Parker,15/08/1978,F,02/10/2004,1,12,48287,1
590,Hayden,Rodriguez,13/05/1963,F,27/02/2000,3,7,42593,1
591,Nicolas,Mendoza,05/01/1984,M,24/02/2019,8,14,44652,1
592,Carlos,Cox,29/08/1998,M,24/04/2007,4,6,16396,0
593,Camden,Mitchell,15/10/1991,M,01/05/2015,1,1,46244,1
594,Anthony,Adams,22/08/1965,M,05/08/2010,7,8,20325,0
595,Jake,Edwards,07/02/1979,M,21/10/2021,8,9,36884,0
596,Tucker,Gutierrez,13/03/1981,M,12/08/2014,6,5,13834,0
597,Savannah,Morgan,31/03/1970,F,27/10/2002,2,14,34786,0
598,Noah,Howard,08/08/1967,M,30/05/2005,3,11,31128,0
599,Lyla,Carter,13/10/1982,F,07/04/2011,3,3,33888,0
600,Jackson,Garcia,10/03/1963,M,20/07/2018,2,1,42787,1
601,Madeline,Moore,08/12/1960,F,22/09/2023,2,4,22783,0
602,Eva,Wright,11/06/1968,F,20/04/2018,4,1,36626,0
603,Joshua,Allen,19/08/1987,M,17/05/2002,4,5,49839,1
604,Mark,Turner,19/04/1984,M,04/11/2007,2,1,23023,0
605,John,Jackson,09/06/1981,M,22/07/2005,7,18,25499,0
606,Summer,Gonzales,15/07/1969,F,18/01/2014,4,16,46193,1
607,Alaina,Cox,31/01/1966,F,29/09/2016,1,14,24920,0
608,Caden,Collins,09/07/1994,M,15/07/2013,1,10,40258,1
609,Aria,Phillips,24/11/1997,F,12/11/2016,1,23,44097,1
610,Bryson,Hill,12/03/1987,M,21/02/2006,6,23,21212,0
611,Julianna,Morgan,26/03/1982,F,21/11/2006,3,21,29619,0
612,Vincent,Hall,16/02/1965,M,01/03/2018,3,6,17273,0
613,Adalynn,Parker,21/05/1961,F,07/06/2014,7,6,25049,0
614,Ryleigh,Ramirez,21/03/1995,F,17/05/2005,2,11,16839,0
615,Peyton,King,26/02/1968,F,25/05/2003,4,11,33273,0
616,Hannah,Stewart,02/12/1992,F,27/09/2021,2,11,34128,0
617,Jason,Williams,10/03/1998,M,03/10/2011,1,8,46307,1
618,Valentina,Ward,01/12/1973,F,18/09/2004,6,10,29623,0
619,Xavier,Brines,06/10/1993,M,16/11/2012,5,8,36944,0
620,Jaden,Lewis,02/07/1996,M,23/10/2010,7,21,13597,0
621,Alexandra,Torres,19/09/1961,F,16/03/1999,6,1,44047,1
622,Katelyn,Rivera,14/03/1997,F,06/02/2002,3,20,29561,0
623,Ezra,Reed,07/09/1992,M,24/11/2012,7,12,47061,1
624,William,Hall,30/07/1992,M,18/02/2006,1,4,43540,1
625,Jaden,Brines,11/11/1967,M,16/06/2012,8,14,16033,0
626,Sara,Robinson,16/12/1962,F,30/01/2004,2,15,42013,1
627,#REF!,Gomez,13/09/1966,,22/06/2000,5,14,17622,0
628,Bailey,Richardson,10/03/1994,F,17/05/2010,2,9,32477,0
629,Ian,Jimenez,01/04/1984,M,16/07/2017,1,1,46399,1
630,Elijah,Thomas,30/06/1981,M,17/12/2014,3,16,23053,0
631,Aubree,Cox,06/04/1996,F,19/09/2017,2,8,32257,0
632,Aubree,Reyes,25/11/1963,F,23/03/2023,3,6,23411,0
633,London,Davis,20/01/1984,F,03/03/2017,5,9,40615,1
634,Kylie,Parker,07/11/1987,F,22/11/2007,2,12,22392,0
635,Brianna,Ward,20/02/1992,F,01/08/2010,8,9,48809,1
636,Tristan,Garcia,04/08/1989,M,10/06/2019,8,6,20951,0
637,Chase,Nelson,30/03/1974,M,08/08/2010,3,10,36537,0
638,Gabriel,White,10/02/1986,M,23/10/2020,6,5,31200,0
639,Evelyn,Flores,09/05/1974,F,22/11/2006,1,24,12994,0
640,Naomi,Scott,10/10/1967,F,24/07/2007,6,8,23634,0
641,Carlos,Price,06/02/1967,M,25/02/2008,1,10,27919,0
642,Hannah,Edwards,06/09/1997,F,28/11/2004,2,16,23770,0
643,Max,Scott,31/01/1968,M,21/12/2015,7,16,19642,0
644,Benjamin,King,20/06/1989,M,13/09/2005,1,1,43434,1
645,Colin,Sanchez,20/01/1992,M,20/02/2014,3,1,38987,0
646,Silas,Martin,22/03/1973,M,03/12/2020,5,12,41676,1
647,Ayden,Jackson,28/01/1981,M,07/03/2023,7,16,38638,0
648,Lydia,Sanchez,11/02/1974,F,17/09/2004,5,7,39923,0
649,Molly,Morgan,28/04/1971,F,14/08/2007,7,17,13129,0
650,Camden,Mendoza,26/03/1971,M,23/01/2009,7,9,20115,0
651,Caleb,Williams,18/02/1992,M,17/01/2006,5,23,17336,0
652,Madelyn,Mendoza,16/04/1966,F,05/01/2005,1,17,45984,1
653,Preston,Thompson,25/11/1970,M,09/07/2006,6,15,41602,1
654,Lillian,Lewis,02/11/1960,F,26/12/2001,8,18,27551,0
655,Elise,Smith,16/01/1962,F,14/06/2016,4,18,22834,0
656,Alyssa,Howard,02/01/1984,F,07/02/2016,4,5,36430,0
657,London,Campbell,23/10/1969,F,14/02/2014,8,3,49018,1
658,Makenzie,Morales,18/04/1995,F,26/10/2004,2,3,44528,1
659,Jeremiah,Diaz,01/06/1973,M,16/06/2017,4,23,24165,0
660,Catherine,Nelson,06/04/1962,F,03/09/2012,6,21,29276,0
661,Kai,Moore,12/11/1963,M,18/11/2017,1,5,32858,0
662,Easton,Bailey,06/04/1976,M,23/05/2013,6,20,19754,0
663,Laila,Rogers,12/12/1972,F,02/09/2020,2,12,28757,0
664,Miguel,Reyes,11/11/1966,M,13/09/2014,3,14,30503,0
665,Isaiah,Reyes,02/10/1994,M,24/04/2005,4,8,44990,1
666,Lincoln,Ortiz,01/12/1990,M,04/06/2010,4,8,39045,0
667,Alice,Murphy,27/10/1961,F,22/04/1999,4,5,48515,1
668,Ariel,Ross,15/12/1971,F,09/10/2014,1,6,37427,0
669,Addison,Thomas,22/03/1969,F,02/08/2011,7,11,44120,1
670,Mila,Sanchez,21/09/1981,F,10/08/2010,6,9,16857,0
671,Austin,Jimenez,17/05/1990,M,21/04/2002,4,6,15301,0
672,Emily,Campbell,02/12/1972,F,12/08/2020,6,11,16006,0
673,Chase,Myers,23/09/1992,M,13/07/2016,2,13,45913,1
674,Luis,Gonzales,22/10/1968,M,02/04/2022,8,6,28970,0
675,Leah,Evans,20/05/1973,F,21/12/2022,1,21,40493,1
676,Oscar,Alvarez,18/02/1965,M,06/06/2022,3,19,14999,0
677,Cole,Green,10/07/1983,M,08/03/2015,7,13,15759,0
678,Emilia,Perez,02/10/1972,F,21/01/1999,8,1,38583,0
679,Jack,Evans,24/07/1964,M,27/08/2014,7,5,47205,1
680,Olivia,Rivera,04/07/1975,F,19/07/2023,5,6,15228,0
681,Morgan,Ward,24/07/1970,F,31/10/2013,6,1,27028,0
682,Rachel,Brown,13/10/1974,F,11/11/2006,7,5,22472,0
683,Landon,Johnson,29/04/1965,M,26/05/2003,3,11,28935,0
684,Mackenzie,Richardson,30/12/1984,F,27/05/2000,8,20,13861,0
685,#REF!,Wood,21/03/1971,,02/10/2001,7,22,14707,0
686,Claire,Castillo,11/06/1975,F,08/11/1999,3,9,27504,0
687,Joel,White,14/01/1973,M,28/11/2014,7,19,34757,0
688,Ava,Reyes,21/01/1991,F,23/04/2018,3,16,43731,1
689,Emery,Sanders,31/05/1983,F,21/03/2018,7,24,40405,1
690,Emilia,Morgan,19/04/1997,F,07/08/2013,1,5,28413,0
691,Jackson,Rivera,11/07/1968,M,13/07/2004,7,8,49017,1
692,Jesus,Nguyen,14/03/1979,M,12/08/2013,1,3,31107,0
693,Julian,Gray,04/08/1960,M,17/09/1999,7,13,12757,0
694,Nevaeh,Morales,05/05/1963,F,02/07/2000,8,3,45501,1
695,Isabella,Baker,01/11/1966,F,05/11/2012,4,24,25196,0
696,Vivian,Long,05/04/1987,F,30/09/2016,5,12,35179,0
697,Jaxon,Edwards,06/02/1997,M,06/07/2002,1,10,33531,0
698,Connor,Davis,06/06/1977,M,08/06/1999,8,19,41650,1
699,Giovanni,Ramos,17/12/1973,M,13/02/2006,6,22,25097,0
700,Mila,Thomas,02/05/1982,F,22/01/2014,7,4,40155,1
701,Ashley,Diaz,23/10/1992,F,10/06/2013,5,24,45316,1
702,Jameson,Gutierrez,09/02/1973,M,19/02/2010,7,23,29973,0
703,Giovanni,Kim,20/07/1992,M,30/07/2018,1,22,19572,0
704,Tyler,Gray,15/05/1997,M,10/12/2005,2,4,20533,0
705,Mariah,Ward,12/05/1994,F,27/02/2010,6,1,38060,0
706,Ryder,James,04/03/1979,M,05/06/2005,6,13,13529,0
707,Alejandro,Reed,22/10/1972,M,24/10/2007,3,21,28825,0
708,Kendall,Garcia,11/09/1975,F,10/11/2007,6,11,48396,1
709,Everly,Lee,11/05/1963,F,02/09/2019,8,24,45632,1
710,Gabriella,Chavez,18/10/1968,F,28/08/2013,5,20,21337,0
711,Eleanor,Robinson,02/02/1967,F,30/06/2008,6,5,27052,0
712,Faith,Walker,07/08/1969,F,06/09/2015,4,8,19668,0
713,Avery,Harris,20/03/1996,M,06/10/2006,6,20,21537,0
714,Carlos,Wood,28/11/1967,M,08/08/2010,7,18,34570,0
715,Chloe,Lopez,26/12/1964,F,17/06/2003,5,10,41212,1
716,Valentina,Cruz,10/12/1981,F,11/04/2020,2,6,18210,0
717,Ezra,Baker,02/01/1993,M,02/04/2011,8,12,20025,0
718,Sara,Sanders,19/09/1965,F,25/11/2005,8,4,26618,0
719,Juan,Lee,14/06/1964,M,14/07/2003,1,17,48598,1
720,Kyle,Morgan,01/04/1984,M,19/05/2019,7,17,15310,0
721,Austin,Martinez,30/08/1972,M,15/12/2020,6,22,40672,1
722,Sarah,Perez,03/02/1975,F,26/03/2020,5,20,17136,0
723,Margaret,Peterson,27/12/1965,F,18/02/2012,5,3,38622,0
724,Abel,Young,15/10/1994,M,12/09/2018,3,24,41316,1
725,Mariah,Miller,27/10/1995,F,12/07/2013,8,11,37888,0
726,Rachel,Brown,16/10/1966,F,30/01/2019,7,8,27821,0
727,Andrea,Rogers,19/05/1995,F,12/07/2001,6,13,18443,0
728,Ruby,Martinez,29/06/1967,F,15/02/2005,4,16,33100,0
729,Jack,Clark,07/10/1995,M,16/04/1999,3,23,25051,0
730,Nicole,Baker,06/07/1973,F,03/07/2011,8,9,41858,1
731,Sadie,Cruz,02/11/1966,F,28/07/2002,6,24,44878,1
732,Nathaniel,Evans,01/04/1980,M,19/01/2005,8,21,21081,0
733,Benjamin,Bennet,07/10/1975,M,14/01/2023,7,18,34313,0
734,Abigail,Gray,25/09/1983,F,23/05/2021,7,14,16679,0
735,Giovanni,Ward,20/07/1968,M,15/04/2015,3,12,43882,1
736,Jade,Gray,08/07/1979,F,17/08/2002,7,6,43175,1
737,Greyson,Ramos,26/12/1966,M,16/12/2005,5,8,42036,1
738,Zoey,Gonzales,13/03/1983,F,20/03/2009,3,8,12931,0
739,Lucas,Gutierrez,10/10/1985,M,15/03/2011,7,24,18334,0
740,Lauren,Morales,26/12/1993,F,09/11/2020,7,17,18419,0
741,Kaleb,Cruz,19/08/1984,M,12/08/2023,4,14,16034,0
742,Gabrielle,Robinson,06/11/1978,F,25/12/2003,5,17,29888,0
743,Stella,Thomas,02/09/1990,F,08/06/2014,4,19,22617,0
744,Nathaniel,Price,17/02/1975,M,08/11/2015,8,13,15242,0
745,Evelyn,Watson,27/05/1993,F,14/07/2017,5,15,19050,0
746,Eliza,Martin,03/07/1962,F,10/01/2017,3,2,27019,0
747,Zachary,Flores,08/10/1965,M,28/02/1999,7,14,12902,0
748,Sawyer,Chavez,17/07/1977,M,06/11/1999,2,12,26898,0
749,Michelle,Kim,21/04/1964,F,15/04/2007,1,18,35466,0
750,Jose,Jones,14/06/1977,M,04/06/2010,5,3,25328,0
751,Alan,Smith,16/03/1978,M,04/06/2001,4,15,14582,0
752,Aurora,Jones,27/03/1985,F,27/05/2014,6,4,12554,0
753,Ryleigh,Cooper,17/06/1969,F,13/07/2020,8,24,40826,1
754,Daniela,Mendoza,06/05/1961,F,31/12/1999,5,15,28507,0
755,Jaden,Sanchez,29/08/1980,M,21/12/2015,6,10,35320,0
756,Ashley,Adams,27/12/1969,F,19/06/2023,3,6,25611,0
757,Nicole,Diaz,10/04/1997,F,08/05/2011,6,1,45297,1
758,Daniela,Carter,14/04/1983,F,19/03/2007,5,12,28654,0
759,Lauren,Morales,02/12/1994,F,30/04/2012,6,10,33143,0
760,Rylee,Myers,24/07/1998,F,13/11/2015,4,13,49662,1
761,Cooper,Thompson,16/11/1997,M,22/07/2021,4,15,19896,0
762,Brandon,Davis,21/01/1964,M,08/09/2018,2,10,28847,0
763,Willow,Lee,01/04/1984,F,23/03/2010,4,3,35860,0
764,Leo,Cooper,19/10/1995,M,03/05/2023,4,20,39393,0
765,Jonathan,White,15/09/1984,M,15/09/2008,7,15,42974,1
766,Bailey,Morris,27/09/1962,F,02/04/2009,2,9,23526,0
